Date,Open,High,Low,Close,Adj Close,Volume
2007-06-01,8.370000,9.700000,8.050000,9.420000,7.058017,923970500
2007-07-01,9.570000,9.640000,7.900000,8.510000,6.376189,1322019100
2007-08-01,8.480000,8.870000,7.490000,7.810000,5.851710,963134100
2007-09-01,7.780000,9.000000,7.500000,8.490000,6.361204,843237500
2007-10-01,8.560000,9.240000,8.130000,8.870000,6.645923,1072907700
2007-11-01,8.770000,8.990000,6.870000,7.510000,5.626932,1009426900
2007-12-01,7.520000,7.520000,6.650000,6.730000,5.042509,757103000
2008-01-01,6.730000,6.940000,5.500000,6.640000,4.975076,1158120600
2008-02-01,6.690000,6.930000,6.010000,6.530000,4.892657,763577100
2008-03-01,6.420000,6.420000,4.950000,5.720000,4.285759,1295999800
2008-04-01,5.770000,8.790000,5.770000,8.260000,6.188875,1884881200
2008-05-01,8.280000,8.680000,6.590000,6.800000,5.094957,1053065500
2008-06-01,6.850000,6.930000,4.460000,4.810000,3.603933,1298279800
2008-07-01,4.710000,6.330000,4.300000,4.800000,3.596440,1473192300
2008-08-01,4.800000,5.500000,4.240000,4.460000,3.341693,1026615100
2008-09-01,4.670000,5.700000,4.170000,5.200000,3.896143,1435125400
2008-10-01,4.750000,5.470000,1.800000,2.190000,1.640876,1674304400
2008-11-01,2.250000,2.740000,1.010000,2.690000,2.015506,1661350900
2008-12-01,3.000000,3.540000,2.020000,2.290000,1.715802,2541585300
2009-01-01,2.300000,2.850000,1.800000,1.870000,1.401113,1017368400
2009-02-01,1.860000,2.160000,1.500000,2.000000,1.498517,574172400
2009-03-01,1.910000,2.990000,1.650000,2.630000,1.970550,963893100
2009-04-01,2.560000,5.990000,2.400000,5.980000,4.480567,2468701200
2009-05-01,5.990000,6.540000,4.710000,5.750000,4.308236,2367699800
2009-06-01,5.950000,6.530000,5.210000,6.070000,4.548000,1823650100
2009-07-01,6.120000,8.000000,5.240000,8.000000,5.994068,1857588800
2009-08-01,8.650000,8.860000,7.130000,7.600000,5.694365,1711751600
2009-09-01,7.510000,7.770000,6.750000,7.210000,5.402154,1410174900
2009-10-01,7.180000,7.980000,6.610000,7.000000,5.244809,1469989800
2009-11-01,7.730000,9.140000,7.240000,8.890000,6.660909,2284758600
2009-12-01,9.010000,10.370000,8.760000,10.000000,7.492584,1313338600
2010-01-01,10.170000,12.140000,10.050000,10.840000,8.121961,2556631300
2010-02-01,11.140000,11.880000,10.490000,11.740000,8.796295,1612414400
2010-03-01,11.810000,14.540000,11.750000,12.570000,9.418180,3180990000
2010-04-01,12.840000,14.570000,12.340000,13.020000,9.755347,2545750200
2010-05-01,13.180000,13.490000,10.170000,11.730000,8.788801,2714125100
2010-06-01,11.500000,12.150000,9.750000,10.080000,7.552526,1788548000
2010-07-01,10.230000,13.180000,10.020000,12.770000,9.568032,1740320300
2010-08-01,13.060000,13.240000,10.950000,11.290000,8.459127,1339522800
2010-09-01,11.530000,12.750000,11.460000,12.240000,9.170925,1108738500
2010-10-01,12.240000,14.470000,12.120000,14.130000,10.587023,1521047100
2010-11-01,14.320000,17.420000,14.160000,15.940000,11.943180,2621318600
2010-12-01,16.240000,17.030001,16.139999,16.790001,12.580049,1070529800
2011-01-01,17.020000,18.969999,15.450000,15.950000,11.950672,2089855900
2011-02-01,16.139999,16.510000,14.490000,15.050000,11.276341,1811316400
2011-03-01,15.100000,15.200000,13.750000,14.910000,11.171446,1694518000
2011-04-01,15.030000,16.180000,14.490000,15.470000,11.591030,1391133800
2011-05-01,15.520000,15.690000,14.350000,14.920000,11.178937,1097287800
2011-06-01,14.780000,14.900000,12.650000,13.790000,10.332274,1533251800
2011-07-01,13.920000,14.220000,12.000000,12.210000,9.148448,1175379700
2011-08-01,12.750000,12.810000,9.810000,11.120000,8.331757,2067271200
2011-09-01,11.140000,11.270000,9.320000,9.670000,7.245329,1226287900
2011-10-01,9.660000,12.650000,9.050000,11.680000,8.751340,1642757200
2011-11-01,11.330000,11.680000,9.750000,10.600000,7.942140,1090835600
2011-12-01,10.510000,11.420000,9.840000,10.760000,8.062022,1002379200
2012-01-01,11.000000,13.050000,10.990000,12.420000,9.305791,1264807200
2012-02-01,12.730000,13.000000,11.990000,12.380000,9.312224,898481400
2012-03-01,12.480000,13.040000,12.000000,12.480000,9.387444,963165900
2012-04-01,12.500000,12.950000,11.150000,11.280000,8.484807,937904000
2012-05-01,11.250000,11.340000,9.960000,10.560000,7.977609,1012184100
2012-06-01,10.330000,10.800000,9.460000,9.590000,7.244815,956337200
2012-07-01,9.500000,9.790000,8.830000,9.240000,6.980407,848181000
2012-08-01,9.290000,9.700000,8.820000,9.340000,7.055952,674626400
2012-09-01,9.370000,10.660000,9.350000,9.860000,7.489316,767225900
2012-10-01,9.890000,11.170000,9.710000,11.160000,8.476751,931586400
2012-11-01,11.190000,11.600000,10.380000,11.450000,8.739202,886550600
2012-12-01,11.560000,13.080000,11.030000,12.950000,9.884076,1202835100
2013-01-01,13.230000,14.300000,12.670000,12.950000,9.884076,1270969800
2013-02-01,13.100000,13.310000,12.100000,12.610000,9.695443,643595600
2013-03-01,12.560000,13.470000,12.380000,13.150000,10.110636,648764200
2013-04-01,13.010000,13.760000,12.150000,13.710000,10.541202,802194900
2013-05-01,13.640000,16.040001,13.350000,15.680000,12.055876,998950500
2013-06-01,15.930000,16.090000,14.300000,15.470000,11.981804,840682200
2013-07-01,15.610000,17.680000,15.560000,16.879999,13.073880,857103700
2013-08-01,17.040001,17.500000,15.710000,16.190001,12.613308,738452700
2013-09-01,16.420000,17.770000,16.209999,16.870001,13.143084,771336600
2013-10-01,16.930000,18.020000,16.350000,17.110001,13.330063,860633500
2013-11-01,17.240000,17.240000,16.530001,17.080000,13.382684,672392400
2013-12-01,17.120001,17.200001,15.100000,15.430000,12.089862,1037390500
2014-01-01,15.420000,16.780001,14.900000,14.960000,11.721601,1003488000
2014-02-01,15.000000,15.490000,14.400000,15.390000,12.155173,712696400
2014-03-01,15.200000,15.830000,15.030000,15.600000,12.321033,617354600
2014-04-01,15.670000,16.490000,15.530000,16.150000,12.755426,664199500
2014-05-01,16.150000,16.559999,15.430000,16.440001,13.085946,504923500
2014-06-01,16.510000,17.350000,16.379999,17.240000,13.722730,558700700
2014-07-01,17.340000,18.120001,17.010000,17.020000,13.547615,618952400
2014-08-01,17.049999,17.520000,16.719999,17.410000,13.957348,420844900
2014-09-01,17.480000,17.870001,14.490000,14.790000,11.856931,655672700
2014-10-01,14.770000,14.830000,13.260000,14.090000,11.295753,910293700
2014-11-01,14.100000,15.840000,13.860000,15.730000,12.722828,602657400
2014-12-01,15.780000,16.129999,13.930000,15.500000,12.536799,593521500
2015-01-01,15.590000,15.650000,14.300000,14.710000,11.897824,595277100
2015-02-01,14.750000,16.620001,14.740000,16.340000,13.351072,524035300
2015-03-01,16.340000,16.740000,15.690000,16.139999,13.187656,609402200
2015-04-01,16.160000,16.160000,15.700000,15.800000,12.909850,539331600
2015-05-01,15.900000,15.940000,15.140000,15.170000,12.511951,428664100
2015-06-01,15.330000,15.660000,14.780000,15.010000,12.379987,578086200
2015-07-01,15.140000,15.300000,14.230000,14.830000,12.231525,672444200
2015-08-01,14.970000,15.040000,10.440000,13.870000,11.556625,595724500
2015-09-01,13.950000,14.880000,13.010000,13.570000,11.306661,743051900
2015-10-01,13.760000,15.840000,13.420000,14.810000,12.339842,668044800
2015-11-01,14.790000,14.900000,13.850000,14.330000,12.061407,443631700
2015-12-01,14.320000,14.620000,13.400000,14.090000,11.859402,587647300
2016-01-01,13.870000,14.000000,11.200000,11.940000,10.049768,1087386200
2016-02-01,11.920000,12.650000,11.020000,12.510000,10.659955,794892300
2016-03-01,13.010000,13.860000,12.720000,13.500000,11.503548,718477300
2016-04-01,13.280000,14.220000,12.390000,13.560000,11.554676,735860900
2016-05-01,13.670000,13.790000,13.020000,13.490000,11.621813,543316000
2016-06-01,13.430000,13.550000,12.000000,12.570000,10.829219,777581900
2016-07-01,12.880000,14.040000,12.210000,12.660000,10.906755,754715400
2016-08-01,12.610000,12.620000,11.900000,12.600000,10.974089,726421300
2016-09-01,12.660000,12.770000,11.930000,12.070000,10.512481,745942700
2016-10-01,12.060000,12.530000,11.600000,11.740000,10.225063,657501000
2016-11-01,11.780000,12.500000,11.070000,11.960000,10.546452,734791000
2016-12-01,12.230000,13.200000,12.080000,12.130000,10.696359,708798000
2017-01-01,12.200000,13.270000,12.130000,12.360000,10.899176,879175700
2017-02-01,12.450000,12.770000,12.220000,12.530000,11.182096,586138000
2017-03-01,12.660000,12.750000,11.410000,11.640000,10.387836,952495700
2017-04-01,11.640000,11.700000,11.080000,11.470000,10.236126,779636100
2017-05-01,11.490000,11.540000,10.670000,11.120000,10.057519,932923800
2017-06-01,11.250000,11.540000,10.910000,11.190000,10.120831,850514200
2017-07-01,11.360000,11.830000,10.950000,11.220000,10.147965,697037000
2017-08-01,11.110000,11.200000,10.470000,11.030000,10.104237,760037900
2017-09-01,11.180000,12.060000,11.140000,11.970000,10.965342,682274700
2017-10-01,12.000000,12.460000,11.870000,12.270000,11.240164,874278600
2017-11-01,12.400000,12.650000,11.870000,12.520000,11.611595,701585400
2017-12-01,12.620000,12.810000,12.280000,12.490000,11.583771,597327400
2018-01-01,12.520000,13.480000,10.900000,10.970000,10.174057,1140585400
2018-02-01,10.950000,11.040000,10.190000,10.610000,9.968527,970377300
2018-03-01,10.650000,11.440000,10.140000,11.080000,10.410110,1007233600
2018-04-01,11.060000,11.730000,10.700000,11.240000,10.560437,882033000
2018-05-01,11.250000,11.740000,10.970000,11.550000,10.997292,700551800
2018-06-01,11.670000,12.150000,11.030000,11.070000,10.540261,762713500
2018-07-01,11.020000,11.260000,9.840000,10.040000,9.559549,851569700
2018-08-01,10.060000,10.100000,9.350000,9.480000,9.153241,858411900
2018-09-01,9.530000,9.940000,9.090000,9.250000,8.931170,803729200
2018-10-01,9.430000,9.670000,8.170000,9.550000,9.220829,1300409700
2018-11-01,9.540000,9.800000,8.960000,9.410000,9.248870,873823100
2018-12-01,9.710000,9.850000,7.410000,7.650000,7.519007,956262400
2019-01-01,7.530000,9.060000,7.480000,8.800000,8.649315,1004292300
2019-02-01,8.770000,8.980000,8.160000,8.710000,8.710000,556989400
